--------------------------------------------------------------------
    Bytes Format Units   Label    Explanations
--------------------------------------------------------------------
    1-  5  F5.2  [cm/s2] logg     [0/5] Surface gravity
    7- 12  F6.0  K       Teff     [2000/50000] Effective temperature
   14- 17  F4.1  [Sun]   Z        [-5/1] Metallicity (log[M/H])
   19- 22  F4.1  km/s    xi       [0/8] Microturbulent velocity
   24- 30  F7.4  ---     a        Quadratic ld coefficient a (G2)
   32- 38  F7.4  ---     b        Quadratic ld b (G2)
   40- 41  A2    ---     Filt     Filter (G1)
   43      A1    ---     Met      [LF] Method 
   45- 51  A7    ---     Mod      Model (ATLAS or PHOENIX)
---------------------------------------------------------------------
 5.00  20000  0.1  2.0  0.1017  0.2210 Kp L ATLAS 
 3.00  21000  0.1  2.0  0.1039  0.3143 Kp L ATLAS 
 3.50  21000  0.1  2.0  0.0980  0.2748 Kp L ATLAS 
 4.00  21000  0.1  2.0  0.0991  0.2452 Kp L ATLAS 
 4.50  21000  0.1  2.0  0.0993  0.2279 Kp L ATLAS 
 5.00  21000  0.1  2.0  0.0990  0.2188 Kp L ATLAS 
 3.00  22000  0.1  2.0  0.0982  0.3228 Kp L ATLAS 
 3.50  22000  0.1  2.0  0.0907  0.2821 Kp L ATLAS 
 4.00  22000  0.1  2.0  0.0931  0.2500 Kp L ATLAS 
 4.50  22000  0.1  2.0  0.0951  0.2297 Kp L ATLAS 
 5.00  22000  0.1  2.0  0.0959  0.2183 Kp L ATLAS 
 3.00  23000  0.1  2.0  0.0969  0.3287 Kp L ATLAS 
 3.50  23000  0.1  2.0  0.0830  0.2891 Kp L ATLAS 
 4.00  23000  0.1  2.0  0.0860  0.2557 Kp L ATLAS 
 4.50  23000  0.1  2.0  0.0901  0.2328 Kp L ATLAS 
 5.00  23000  0.1  2.0  0.0916  0.2200 Kp L ATLAS 
 3.00  24000  0.1  2.0  0.1006  0.3332 Kp L ATLAS 
 3.50  24000  0.1  2.0  0.0775  0.2940 Kp L ATLAS 
 4.00  24000  0.1  2.0  0.0790  0.2606 Kp L ATLAS 
 4.50  24000  0.1  2.0  0.0839  0.2369 Kp L ATLAS 
 5.00  24000  0.1  2.0  0.0868  0.2226 Kp L ATLAS 
 3.00  25000  0.1  2.0  0.1053  0.3394 Kp L ATLAS 
 3.50  25000  0.1  2.0  0.0753  0.2976 Kp L ATLAS 
 4.00  25000  0.1  2.0  0.0733  0.2638 Kp L ATLAS 
 4.50  25000  0.1  2.0  0.0776  0.2404 Kp L ATLAS 
 5.00  25000  0.1  2.0  0.0814  0.2256 Kp L ATLAS 
 3.00  26000  0.1  2.0  0.1087  0.3469 Kp L ATLAS 
 3.50  26000  0.1  2.0  0.0749  0.3017 Kp L ATLAS 
 4.00  26000  0.1  2.0  0.0695  0.2661 Kp L ATLAS 
 4.50  26000  0.1  2.0  0.0725  0.2424 Kp L ATLAS 
 5.00  26000  0.1  2.0  0.0763  0.2278 Kp L ATLAS 
 3.50  27000  0.1  2.0  0.0745  0.3073 Kp L ATLAS 
 4.00  27000  0.1  2.0  0.0678  0.2681 Kp L ATLAS 
 4.50  27000  0.1  2.0  0.0690  0.2433 Kp L ATLAS 
 5.00  27000  0.1  2.0  0.0718  0.2288 Kp L ATLAS 
 3.50  28000  0.1  2.0  0.0722  0.3143 Kp L ATLAS 
 4.00  28000  0.1  2.0  0.0660  0.2714 Kp L ATLAS 
 4.50  28000  0.1  2.0  0.0669  0.2438 Kp L ATLAS 
 5.00  28000  0.1  2.0  0.0684  0.2288 Kp L ATLAS 
 3.50  29000  0.1  2.0  0.0671  0.3224 Kp L ATLAS 
 4.00  29000  0.1  2.0  0.0636  0.2753 Kp L ATLAS 
 4.50  29000  0.1  2.0  0.0643  0.2455 Kp L ATLAS 
 5.00  29000  0.1  2.0  0.0664  0.2279 Kp L ATLAS 
 3.50  30000  0.1  2.0  0.0598  0.3322 Kp L ATLAS 
 4.00  30000  0.1  2.0  0.0601  0.2790 Kp L ATLAS 
 4.50  30000  0.1  2.0  0.0621  0.2466 Kp L ATLAS 
 5.00  30000  0.1  2.0  0.0641  0.2275 Kp L ATLAS 
 3.50  31000  0.1  2.0  0.0516  0.3430 Kp L ATLAS 
 4.00  31000  0.1  2.0  0.0543  0.2835 Kp L ATLAS 
 4.50  31000  0.1  2.0  0.0591  0.2473 Kp L ATLAS 
 5.00  31000  0.1  2.0  0.0620  0.2263 Kp L ATLAS 
 4.00  32000  0.1  2.0  0.0471  0.2886 Kp L ATLAS 
 4.50  32000  0.1  2.0  0.0548  0.2481 Kp L ATLAS 
 5.00  32000  0.1  2.0  0.0595  0.2245 Kp L ATLAS 
 4.00  33000  0.1  2.0  0.0390  0.2940 Kp L ATLAS 
 4.50  33000  0.1  2.0  0.0497  0.2488 Kp L ATLAS 
 5.00  33000  0.1  2.0  0.0562  0.2227 Kp L ATLAS 
 4.00  34000  0.1  2.0  0.0297  0.3000 Kp L ATLAS 
 4.50  34000  0.1  2.0  0.0434  0.2503 Kp L ATLAS 
 5.00  34000  0.1  2.0  0.0525  0.2204 Kp L ATLAS 
 4.00  35000  0.1  2.0  0.0218  0.3042 Kp L ATLAS 
 4.50  35000  0.1  2.0  0.0360  0.2520 Kp L ATLAS 
 5.00  35000  0.1  2.0  0.0470  0.2196 Kp L ATLAS 
 4.50  37500  0.1  2.0  0.0206  0.2514 Kp L ATLAS 
 5.00  37500  0.1  2.0  0.0331  0.2151 Kp L ATLAS 
 4.50  40000  0.1  2.0  0.0144  0.2495 Kp L ATLAS 
 5.00  40000  0.1  2.0  0.0233  0.2083 Kp L ATLAS 
 5.00  42500  0.1  2.0  0.0195  0.2047 Kp L ATLAS 
 5.00  45000  0.1  2.0  0.0157  0.2062 Kp L ATLAS 
 5.00  47500  0.1  2.0  0.0117  0.2086 Kp L ATLAS 
 5.00  50000  0.1  2.0  0.0073  0.2122 Kp L ATLAS 
 0.00   3500  0.2  2.0  0.9507 -0.1194 Kp L ATLAS 
 0.50   3500  0.2  2.0  0.9396 -0.1177 Kp L ATLAS 
 1.00   3500  0.2  2.0  0.9229 -0.1121 Kp L ATLAS 
 1.50   3500  0.2  2.0  0.9032 -0.1039 Kp L ATLAS 
 2.00   3500  0.2  2.0  0.8827 -0.0944 Kp L ATLAS 
 2.50   3500  0.2  2.0  0.8613 -0.0826 Kp L ATLAS 
 3.00   3500  0.2  2.0  0.8349 -0.0632 Kp L ATLAS 
 3.50   3500  0.2  2.0  0.7601  0.0070 Kp L ATLAS 
 4.00   3500  0.2  2.0  0.6110  0.1484 Kp L ATLAS 
 4.50   3500  0.2  2.0  0.4772  0.2662 Kp L ATLAS 
 5.00   3500  0.2  2.0  0.4047  0.3258 Kp L ATLAS 
 0.00   3750  0.2  2.0  0.8791 -0.0523 Kp L ATLAS 
 0.50   3750  0.2  2.0  0.8849 -0.0608 Kp L ATLAS 
 1.00   3750  0.2  2.0  0.8883 -0.0702 Kp L ATLAS 
 1.50   3750  0.2  2.0  0.8889 -0.0791 Kp L ATLAS 
 2.00   3750  0.2  2.0  0.8863 -0.0864 Kp L ATLAS 
 2.50   3750  0.2  2.0  0.8804 -0.0907 Kp L ATLAS 
 3.00   3750  0.2  2.0  0.8691 -0.0896 Kp L ATLAS 
 3.50   3750  0.2  2.0  0.8392 -0.0690 Kp L ATLAS 
 4.00   3750  0.2  2.0  0.7241  0.0353 Kp L ATLAS 
 4.50   3750  0.2  2.0  0.5308  0.2107 Kp L ATLAS 
 5.00   3750  0.2  2.0  0.3864  0.3282 Kp L ATLAS 
 0.00   4000  0.2  2.0  0.7974  0.0100 Kp L ATLAS 
 0.50   4000  0.2  2.0  0.8003  0.0091 Kp L ATLAS 
 1.00   4000  0.2  2.0  0.8033  0.0056 Kp L ATLAS 
 1.50   4000  0.2  2.0  0.8064 -0.0002 Kp L ATLAS 
 2.00   4000  0.2  2.0  0.8110 -0.0094 Kp L ATLAS 
 2.50   4000  0.2  2.0  0.8157 -0.0201 Kp L ATLAS 
 3.00   4000  0.2  2.0  0.8184 -0.0304 Kp L ATLAS 
 3.50   4000  0.2  2.0  0.8168 -0.0374 Kp L ATLAS 
 4.00   4000  0.2  2.0  0.7858 -0.0163 Kp L ATLAS 
 4.50   4000  0.2  2.0  0.6504  0.1023 Kp L ATLAS 
 5.00   4000  0.2  2.0  0.4548  0.2683 Kp L ATLAS 
 0.00   4250  0.2  2.0  0.7315  0.0522 Kp L ATLAS 
 0.50   4250  0.2  2.0  0.7334  0.0540 Kp L ATLAS 
 1.00   4250  0.2  2.0  0.7339  0.0545 Kp L ATLAS 
 1.50   4250  0.2  2.0  0.7370  0.0505 Kp L ATLAS 
 2.00   4250  0.2  2.0  0.7403  0.0452 Kp L ATLAS 
 2.50   4250  0.2  2.0  0.7429  0.0399 Kp L ATLAS 
 3.00   4250  0.2  2.0  0.7460  0.0335 Kp L ATLAS 
 3.50   4250  0.2  2.0  0.7487  0.0267 Kp L ATLAS 
 4.00   4250  0.2  2.0  0.7482  0.0219 Kp L ATLAS 
 4.50   4250  0.2  2.0  0.7181  0.0443 Kp L ATLAS 
 5.00   4250  0.2  2.0  0.5910  0.1523 Kp L ATLAS 
 0.00   4500  0.2  2.0  0.6711  0.0889 Kp L ATLAS 
 0.50   4500  0.2  2.0  0.6707  0.0945 Kp L ATLAS 
 1.00   4500  0.2  2.0  0.6706  0.0969 Kp L ATLAS 
 1.50   4500  0.2  2.0  0.6739  0.0938 Kp L ATLAS 
 2.00   4500  0.2  2.0  0.6790  0.0877 Kp L ATLAS 
 2.50   4500  0.2  2.0  0.6827  0.0820 Kp L ATLAS 
 3.00   4500  0.2  2.0  0.6867  0.0757 Kp L ATLAS 
 3.50   4500  0.2  2.0  0.6901  0.0696 Kp L ATLAS 
 4.00   4500  0.2  2.0  0.6915  0.0653 Kp L ATLAS 
 4.50   4500  0.2  2.0  0.6908  0.0628 Kp L ATLAS 
 5.00   4500  0.2  2.0  0.6643  0.0848 Kp L ATLAS 
 0.00   4750  0.2  2.0  0.6066  0.1309 Kp L ATLAS 
 0.50   4750  0.2  2.0  0.6063  0.1371 Kp L ATLAS 
 1.00   4750  0.2  2.0  0.6070  0.1397 Kp L ATLAS 
 1.50   4750  0.2  2.0  0.6101  0.1381 Kp L ATLAS 
 2.00   4750  0.2  2.0  0.6154  0.1332 Kp L ATLAS 
 2.50   4750  0.2  2.0  0.6190  0.1287 Kp L ATLAS 
 3.00   4750  0.2  2.0  0.6264  0.1201 Kp L ATLAS 
 3.50   4750  0.2  2.0  0.6323  0.1124 Kp L ATLAS 
 4.00   4750  0.2  2.0  0.6365  0.1061 Kp L ATLAS 
 4.50   4750  0.2  2.0  0.6385  0.1017 Kp L ATLAS 
 5.00   4750  0.2  2.0  0.6388  0.0994 Kp L ATLAS 
 0.00   5000  0.2  2.0  0.5391  0.1740 Kp L ATLAS 
 0.50   5000  0.2  2.0  0.5408  0.1794 Kp L ATLAS 
 1.00   5000  0.2  2.0  0.5446  0.1810 Kp L ATLAS 
 1.50   5000  0.2  2.0  0.5447  0.1829 Kp L ATLAS 
 2.00   5000  0.2  2.0  0.5510  0.1780 Kp L ATLAS 
 2.50   5000  0.2  2.0  0.5555  0.1738 Kp L ATLAS 
 3.00   5000  0.2  2.0  0.5639  0.1654 Kp L ATLAS 
 3.50   5000  0.2  2.0  0.5703  0.1585 Kp L ATLAS 
 4.00   5000  0.2  2.0  0.5775  0.1507 Kp L ATLAS 
 4.50   5000  0.2  2.0  0.5820  0.1451 Kp L ATLAS 
 5.00   5000  0.2  2.0  0.5850  0.1409 Kp L ATLAS 
 0.00   5250  0.2  2.0  0.4736  0.2120 Kp L ATLAS 
 0.50   5250  0.2  2.0  0.4757  0.2183 Kp L ATLAS 
 1.00   5250  0.2  2.0  0.4813  0.2203 Kp L ATLAS 
 1.50   5250  0.2  2.0  0.4815  0.2234 Kp L ATLAS 
 2.00   5250  0.2  2.0  0.4872  0.2204 Kp L ATLAS 
 2.50   5250  0.2  2.0  0.4942  0.2151 Kp L ATLAS 
 3.00   5250  0.2  2.0  0.5034  0.2067 Kp L ATLAS 
 3.50   5250  0.2  2.0  0.5114  0.1993 Kp L ATLAS 
 4.00   5250  0.2  2.0  0.5191  0.1923 Kp L ATLAS 
 4.50   5250  0.2  2.0  0.5256  0.1860 Kp L ATLAS 
 5.00   5250  0.2  2.0  0.5279  0.1838 Kp L ATLAS 
 0.00   5500  0.2  2.0  0.5145  0.1529 Kp L ATLAS 
 0.50   5500  0.2  2.0  0.4200  0.2476 Kp L ATLAS 
 1.00   5500  0.2  2.0  0.4254  0.2499 Kp L ATLAS 
 1.50   5500  0.2  2.0  0.4268  0.2532 Kp L ATLAS 
 2.00   5500  0.2  2.0  0.4308  0.2537 Kp L ATLAS 
 2.50   5500  0.2  2.0  0.4373  0.2502 Kp L ATLAS 
 3.00   5500  0.2  2.0  0.4450  0.2446 Kp L ATLAS 
 3.50   5500  0.2  2.0  0.4547  0.2367 Kp L ATLAS 
 4.00   5500  0.2  2.0  0.4641  0.2286 Kp L ATLAS 
 4.50   5500  0.2  2.0  0.4695  0.2240 Kp L ATLAS 
 5.00   5500  0.2  2.0  0.4734  0.2214 Kp L ATLAS 
 0.00   5750  0.2  2.0  0.5077  0.1513 Kp L ATLAS 
 0.50   5750  0.2  2.0  0.4724  0.1812 Kp L ATLAS 
 1.00   5750  0.2  2.0  0.3748  0.2748 Kp L ATLAS 
 1.50   5750  0.2  2.0  0.3782  0.2770 Kp L ATLAS 
 2.00   5750  0.2  2.0  0.3817  0.2786 Kp L ATLAS 
 2.50   5750  0.2  2.0  0.3872  0.2779 Kp L ATLAS 
 3.00   5750  0.2  2.0  0.3933  0.2751 Kp L ATLAS 
 3.50   5750  0.2  2.0  0.4033  0.2680 Kp L ATLAS 
 4.00   5750  0.2  2.0  0.4133  0.2600 Kp L ATLAS 
 4.50   5750  0.2  2.0  0.4191  0.2555 Kp L ATLAS 
 5.00   5750  0.2  2.0  0.4224  0.2537 Kp L ATLAS 
 0.00   6000  0.2  2.0  0.4982  0.1544 Kp L ATLAS 
 0.50   6000  0.2  2.0  0.4769  0.1738 Kp L ATLAS 
 1.00   6000  0.2  2.0  0.4371  0.2037 Kp L ATLAS 
 1.50   6000  0.2  2.0  0.3370  0.2949 Kp L ATLAS 
 2.00   6000  0.2  2.0  0.3416  0.2976 Kp L ATLAS 
 2.50   6000  0.2  2.0  0.3456  0.2981 Kp L ATLAS 
 3.00   6000  0.2  2.0  0.3510  0.2965 Kp L ATLAS 
 3.50   6000  0.2  2.0  0.3586  0.2925 Kp L ATLAS 
 4.00   6000  0.2  2.0  0.3671  0.2865 Kp L ATLAS 
 4.50   6000  0.2  2.0  0.3729  0.2826 Kp L ATLAS 
 5.00   6000  0.2  2.0  0.3773  0.2798 Kp L ATLAS 
 0.50   6250  0.2  2.0  0.4708  0.1773 Kp L ATLAS 
 1.00   6250  0.2  2.0  0.4456  0.1969 Kp L ATLAS 
 1.50   6250  0.2  2.0  0.4080  0.2195 Kp L ATLAS 
 2.00   6250  0.2  2.0  0.3159  0.3024 Kp L ATLAS 
 2.50   6250  0.2  2.0  0.3112  0.3134 Kp L ATLAS 
 3.00   6250  0.2  2.0  0.3163  0.3122 Kp L ATLAS 
 3.50   6250  0.2  2.0  0.3218  0.3096 Kp L ATLAS 
 4.00   6250  0.2  2.0  0.3279  0.3061 Kp L ATLAS 
 4.50   6250  0.2  2.0  0.3344  0.3022 Kp L ATLAS 
 5.00   6250  0.2  2.0  0.3372  0.3006 Kp L ATLAS 
 0.50   6500  0.2  2.0  0.4591  0.1810 Kp L ATLAS 
 1.00   6500  0.2  2.0  0.4425  0.1995 Kp L ATLAS 
 1.50   6500  0.2  2.0  0.4132  0.2205 Kp L ATLAS 
 2.00   6500  0.2  2.0  0.3725  0.2413 Kp L ATLAS 
 2.50   6500  0.2  2.0  0.2908  0.3160 Kp L ATLAS 
 3.00   6500  0.2  2.0  0.2867  0.3248 Kp L ATLAS 
 3.50   6500  0.2  2.0  0.2926  0.3220 Kp L ATLAS 
 4.00   6500  0.2  2.0  0.2981  0.3189 Kp L ATLAS 
 4.50   6500  0.2  2.0  0.3031  0.3155 Kp L ATLAS 
 5.00   6500  0.2  2.0  0.3045  0.3148 Kp L ATLAS 
 0.50   6750  0.2  2.0  0.4336  0.1988 Kp L ATLAS 
 1.00   6750  0.2  2.0  0.4322  0.2032 Kp L ATLAS 
 1.50   6750  0.2  2.0  0.4129  0.2220 Kp L ATLAS 
 2.00   6750  0.2  2.0  0.3794  0.2435 Kp L ATLAS 
 2.50   6750  0.2  2.0  0.3306  0.2695 Kp L ATLAS 
 3.00   6750  0.2  2.0  0.2641  0.3327 Kp L ATLAS 
 3.50   6750  0.2  2.0  0.2676  0.3326 Kp L ATLAS 
 4.00   6750  0.2  2.0  0.2731  0.3288 Kp L ATLAS 
 4.50   6750  0.2  2.0  0.2769  0.3258 Kp L ATLAS 
 5.00   6750  0.2  2.0  0.2784  0.3246 Kp L ATLAS 
 0.50   7000  0.2  2.0  0.4090  0.2165 Kp L ATLAS 
 1.00   7000  0.2  2.0  0.4043  0.2230 Kp L ATLAS 
 1.50   7000  0.2  2.0  0.4042  0.2246 Kp L ATLAS 
 2.00   7000  0.2  2.0  0.3824  0.2435 Kp L ATLAS 
 2.50   7000  0.2  2.0  0.3443  0.2663 Kp L ATLAS 
 3.00   7000  0.2  2.0  0.2913  0.2944 Kp L ATLAS 
 3.50   7000  0.2  2.0  0.2489  0.3395 Kp L ATLAS 
 4.00   7000  0.2  2.0  0.2520  0.3372 Kp L ATLAS 
 4.50   7000  0.2  2.0  0.2557  0.3332 Kp L ATLAS 
 5.00   7000  0.2  2.0  0.2576  0.3313 Kp L ATLAS 
 0.50   7250  0.2  2.0  0.3867  0.2317 Kp L ATLAS 
 1.00   7250  0.2  2.0  0.3777  0.2412 Kp L ATLAS 
 1.50   7250  0.2  2.0  0.3755  0.2442 Kp L ATLAS 
 2.00   7250  0.2  2.0  0.3765  0.2435 Kp L ATLAS 
 2.50   7250  0.2  2.0  0.3525  0.2626 Kp L ATLAS 
 3.00   7250  0.2  2.0  0.3091  0.2885 Kp L ATLAS 
 3.50   7250  0.2  2.0  0.2502  0.3238 Kp L ATLAS 
 4.00   7250  0.2  2.0  0.2349  0.3439 Kp L ATLAS 
 4.50   7250  0.2  2.0  0.2361  0.3410 Kp L ATLAS 
 5.00   7250  0.2  2.0  0.2394  0.3376 Kp L ATLAS 
 0.50   7500  0.2  2.0  0.3646  0.2445 Kp L ATLAS 
 1.00   7500  0.2  2.0  0.3526  0.2564 Kp L ATLAS 
 1.50   7500  0.2  2.0  0.3463  0.2628 Kp L ATLAS 
 2.00   7500  0.2  2.0  0.3472  0.2620 Kp L ATLAS 
 2.50   7500  0.2  2.0  0.3501  0.2591 Kp L ATLAS 
 3.00   7500  0.2  2.0  0.3211  0.2813 Kp L ATLAS 
 3.50   7500  0.2  2.0  0.2756  0.3068 Kp L ATLAS 
 4.00   7500  0.2  2.0  0.2187  0.3440 Kp L ATLAS 
 4.50   7500  0.2  2.0  0.2194  0.3478 Kp L ATLAS 
 5.00   7500  0.2  2.0  0.2216  0.3444 Kp L ATLAS 
 1.00   7750  0.2  2.0  0.3342  0.2643 Kp L ATLAS 
 1.50   7750  0.2  2.0  0.3207  0.2759 Kp L ATLAS 
 2.00   7750  0.2  2.0  0.3159  0.2801 Kp L ATLAS 
 2.50   7750  0.2  2.0  0.3177  0.2781 Kp L ATLAS 
 3.00   7750  0.2  2.0  0.3206  0.2749 Kp L ATLAS 
 3.50   7750  0.2  2.0  0.2889  0.2989 Kp L ATLAS 
 4.00   7750  0.2  2.0  0.2377  0.3316 Kp L ATLAS 
 4.50   7750  0.2  2.0  0.2043  0.3517 Kp L ATLAS 
 5.00   7750  0.2  2.0  0.2069  0.3503 Kp L ATLAS 
 1.00   8000  0.2  2.0  0.3236  0.2648 Kp L ATLAS 
 1.50   8000  0.2  2.0  0.3044  0.2801 Kp L ATLAS 
 2.00   8000  0.2  2.0  0.2937  0.2885 Kp L ATLAS 
 2.50   8000  0.2  2.0  0.2908  0.2905 Kp L ATLAS 
 3.00   8000  0.2  2.0  0.2938  0.2875 Kp L ATLAS 
 3.50   8000  0.2  2.0  0.2948  0.2865 Kp L ATLAS 
 4.00   8000  0.2  2.0  0.2568  0.3162 Kp L ATLAS 
 4.50   8000  0.2  2.0  0.2077  0.3477 Kp L ATLAS 
 5.00   8000  0.2  2.0  0.1895  0.3560 Kp L ATLAS 
 1.00   8250  0.2  2.0  0.3188  0.2613 Kp L ATLAS 
 1.50   8250  0.2  2.0  0.2938  0.2804 Kp L ATLAS 
 2.00   8250  0.2  2.0  0.2785  0.2903 Kp L ATLAS 
 2.50   8250  0.2  2.0  0.2720  0.2940 Kp L ATLAS 
 3.00   8250  0.2  2.0  0.2706  0.2950 Kp L ATLAS 
 3.50   8250  0.2  2.0  0.2743  0.2919 Kp L ATLAS 
 4.00   8250  0.2  2.0  0.2708  0.2961 Kp L ATLAS 
 4.50   8250  0.2  2.0  0.2256  0.3309 Kp L ATLAS 
 5.00   8250  0.2  2.0  0.1876  0.3560 Kp L ATLAS 
 1.00   8500  0.2  2.0  0.3203  0.2548 Kp L ATLAS 
 1.50   8500  0.2  2.0  0.2866  0.2802 Kp L ATLAS 
 2.00   8500  0.2  2.0  0.2690  0.2892 Kp L ATLAS 
 2.50   8500  0.2  2.0  0.2589  0.2935 Kp L ATLAS 
 3.00   8500  0.2  2.0  0.2544  0.2954 Kp L ATLAS 
 3.50   8500  0.2  2.0  0.2543  0.2955 Kp L ATLAS 
 4.00   8500  0.2  2.0  0.2576  0.2935 Kp L ATLAS 
 4.50   8500  0.2  2.0  0.2444  0.3073 Kp L ATLAS 
 5.00   8500  0.2  2.0  0.1955  0.3450 Kp L ATLAS 
 1.50   8750  0.2  2.0  0.2803  0.2813 Kp L ATLAS 
 2.00   8750  0.2  2.0  0.2605  0.2902 Kp L ATLAS 
 2.50   8750  0.2  2.0  0.2495  0.2926 Kp L ATLAS 
 3.00   8750  0.2  2.0  0.2428  0.2940 Kp L ATLAS 
 3.50   8750  0.2  2.0  0.2401  0.2945 Kp L ATLAS 
 4.00   8750  0.2  2.0  0.2413  0.2936 Kp L ATLAS 
 4.50   8750  0.2  2.0  0.2423  0.2944 Kp L ATLAS 
 5.00   8750  0.2  2.0  0.2166  0.3207 Kp L ATLAS 
 1.50   9000  0.2  2.0  0.2747  0.2829 Kp L ATLAS 
 2.00   9000  0.2  2.0  0.2530  0.2921 Kp L ATLAS 
 2.50   9000  0.2  2.0  0.2406  0.2941 Kp L ATLAS 
 3.00   9000  0.2  2.0  0.2328  0.2943 Kp L ATLAS 
 3.50   9000  0.2  2.0  0.2286  0.2939 Kp L ATLAS 
 4.00   9000  0.2  2.0  0.2283  0.2926 Kp L ATLAS 
 4.50   9000  0.2  2.0  0.2303  0.2913 Kp L ATLAS 
 5.00   9000  0.2  2.0  0.2349  0.2887 Kp L ATLAS 
 2.00   9250  0.2  2.0  0.2452  0.2950 Kp L ATLAS 
 2.50   9250  0.2  2.0  0.2327  0.2962 Kp L ATLAS 
 3.00   9250  0.2  2.0  0.2250  0.2949 Kp L ATLAS 
 3.50   9250  0.2  2.0  0.2201  0.2935 Kp L ATLAS 
 4.00   9250  0.2  2.0  0.2174  0.2926 Kp L ATLAS 
 4.50   9250  0.2  2.0  0.2179  0.2909 Kp L ATLAS 
 5.00   9250  0.2  2.0  0.2205  0.2891 Kp L ATLAS 
 2.00   9500  0.2  2.0  0.2373  0.2980 Kp L ATLAS 
 2.50   9500  0.2  2.0  0.2252  0.2983 Kp L ATLAS 
 3.00   9500  0.2  2.0  0.2180  0.2959 Kp L ATLAS 
 3.50   9500  0.2  2.0  0.2127  0.2939 Kp L ATLAS 
 4.00   9500  0.2  2.0  0.2093  0.2922 Kp L ATLAS 
 4.50   9500  0.2  2.0  0.2081  0.2907 Kp L ATLAS 
 5.00   9500  0.2  2.0  0.2098  0.2883 Kp L ATLAS 
 2.00   9750  0.2  2.0  0.2293  0.3008 Kp L ATLAS 
 2.50   9750  0.2  2.0  0.2173  0.3006 Kp L ATLAS 
 3.00   9750  0.2  2.0  0.2106  0.2975 Kp L ATLAS 
 3.50   9750  0.2  2.0  0.2056  0.2948 Kp L ATLAS 
 4.00   9750  0.2  2.0  0.2024  0.2923 Kp L ATLAS 
 4.50   9750  0.2  2.0  0.2003  0.2906 Kp L ATLAS 
 5.00   9750  0.2  2.0  0.2002  0.2886 Kp L ATLAS 
 2.00  10000  0.2  2.0  0.2221  0.3027 Kp L ATLAS 
 2.50  10000  0.2  2.0  0.2094  0.3026 Kp L ATLAS 
 3.00  10000  0.2  2.0  0.2027  0.2996 Kp L ATLAS 
 3.50  10000  0.2  2.0  0.1994  0.2953 Kp L ATLAS 
 4.00  10000  0.2  2.0  0.1963  0.2923 Kp L ATLAS 
 4.50  10000  0.2  2.0  0.1939  0.2903 Kp L ATLAS 
 5.00  10000  0.2  2.0  0.1927  0.2887 Kp L ATLAS 
 2.00  10500  0.2  2.0  0.2092  0.3049 Kp L ATLAS 
 2.50  10500  0.2  2.0  0.1945  0.3050 Kp L ATLAS 
 3.00  10500  0.2  2.0  0.1890  0.3009 Kp L ATLAS 
 3.50  10500  0.2  2.0  0.1861  0.2968 Kp L ATLAS 
 4.00  10500  0.2  2.0  0.1843  0.2928 Kp L ATLAS 
 4.50  10500  0.2  2.0  0.1824  0.2899 Kp L ATLAS 
 5.00  10500  0.2  2.0  0.1806  0.2882 Kp L ATLAS 
 2.50  11000  0.2  2.0  0.1822  0.3045 Kp L ATLAS 
 3.00  11000  0.2  2.0  0.1760  0.3004 Kp L ATLAS 
 3.50  11000  0.2  2.0  0.1737  0.2964 Kp L ATLAS 
 4.00  11000  0.2  2.0  0.1730  0.2924 Kp L ATLAS 
 4.50  11000  0.2  2.0  0.1723  0.2889 Kp L ATLAS 
 5.00  11000  0.2  2.0  0.1707  0.2872 Kp L ATLAS 
 2.50  11500  0.2  2.0  0.1731  0.3023 Kp L ATLAS 
 3.00  11500  0.2  2.0  0.1654  0.2974 Kp L ATLAS 
 3.50  11500  0.2  2.0  0.1631  0.2933 Kp L ATLAS 
 4.00  11500  0.2  2.0  0.1626  0.2901 Kp L ATLAS 
 4.50  11500  0.2  2.0  0.1628  0.2870 Kp L ATLAS 
 5.00  11500  0.2  2.0  0.1620  0.2851 Kp L ATLAS 
 2.50  12000  0.2  2.0  0.1660  0.3005 Kp L ATLAS 
 3.00  12000  0.2  2.0  0.1570  0.2934 Kp L ATLAS 
 3.50  12000  0.2  2.0  0.1539  0.2887 Kp L ATLAS 
 4.00  12000  0.2  2.0  0.1534  0.2859 Kp L ATLAS 
 4.50  12000  0.2  2.0  0.1538  0.2837 Kp L ATLAS 
 5.00  12000  0.2  2.0  0.1541  0.2819 Kp L ATLAS 
 2.50  12500  0.2  2.0  0.1605  0.2996 Kp L ATLAS 
 3.00  12500  0.2  2.0  0.1504  0.2899 Kp L ATLAS 
 3.50  12500  0.2  2.0  0.1465  0.2837 Kp L ATLAS 
 4.00  12500  0.2  2.0  0.1454  0.2806 Kp L ATLAS 
 4.50  12500  0.2  2.0  0.1459  0.2788 Kp L ATLAS 
 5.00  12500  0.2  2.0  0.1465  0.2779 Kp L ATLAS 
 2.50  13000  0.2  2.0  0.1563  0.2993 Kp L ATLAS 
 3.00  13000  0.2  2.0  0.1449  0.2873 Kp L ATLAS 
 3.50  13000  0.2  2.0  0.1406  0.2789 Kp L ATLAS 
 4.00  13000  0.2  2.0  0.1393  0.2747 Kp L ATLAS 
 4.50  13000  0.2  2.0  0.1392  0.2732 Kp L ATLAS 
