--------------------------------------------------------------------
    Bytes Format Units   Label    Explanations
--------------------------------------------------------------------
    1-  5  F5.2  [cm/s2] logg     [0/5] Surface gravity
    7- 12  F6.0  K       Teff     [2000/50000] Effective temperature
   14- 17  F4.1  [Sun]   Z        [-5/1] Metallicity (log[M/H])
   19- 22  F4.1  km/s    xi       [0/8] Microturbulent velocity
   24- 30  F7.4  ---     a        Quadratic ld coefficient a (G2)
   32- 38  F7.4  ---     b        Quadratic ld b (G2)
   40- 41  A2    ---     Filt     Filter (G1)
   43      A1    ---     Met      [LF] Method 
   45- 51  A7    ---     Mod      Model (ATLAS or PHOENIX)
---------------------------------------------------------------------
 3.50  22000 -5.0  2.0  0.0973  0.2741 Kp L ATLAS 
 4.00  22000 -5.0  2.0  0.0955  0.2516 Kp L ATLAS 
 4.50  22000 -5.0  2.0  0.0954  0.2387 Kp L ATLAS 
 5.00  22000 -5.0  2.0  0.0952  0.2327 Kp L ATLAS 
 3.00  23000 -5.0  2.0  0.1097  0.3101 Kp L ATLAS 
 3.50  23000 -5.0  2.0  0.0933  0.2786 Kp L ATLAS 
 4.00  23000 -5.0  2.0  0.0907  0.2539 Kp L ATLAS 
 4.50  23000 -5.0  2.0  0.0908  0.2389 Kp L ATLAS 
 5.00  23000 -5.0  2.0  0.0907  0.2315 Kp L ATLAS 
 3.00  24000 -5.0  2.0  0.1103  0.3167 Kp L ATLAS 
 3.50  24000 -5.0  2.0  0.0898  0.2839 Kp L ATLAS 
 4.00  24000 -5.0  2.0  0.0863  0.2572 Kp L ATLAS 
 4.50  24000 -5.0  2.0  0.0863  0.2403 Kp L ATLAS 
 5.00  24000 -5.0  2.0  0.0864  0.2315 Kp L ATLAS 
 3.00  25000 -5.0  2.0  0.1115  0.3239 Kp L ATLAS 
 3.50  25000 -5.0  2.0  0.0866  0.2899 Kp L ATLAS 
 4.00  25000 -5.0  2.0  0.0819  0.2615 Kp L ATLAS 
 4.50  25000 -5.0  2.0  0.0818  0.2429 Kp L ATLAS 
 5.00  25000 -5.0  2.0  0.0820  0.2327 Kp L ATLAS 
 3.00  26000 -5.0  2.0  0.1074  0.3344 Kp L ATLAS 
 3.50  26000 -5.0  2.0  0.0835  0.2963 Kp L ATLAS 
 4.00  26000 -5.0  2.0  0.0779  0.2660 Kp L ATLAS 
 4.50  26000 -5.0  2.0  0.0775  0.2460 Kp L ATLAS 
 5.00  26000 -5.0  2.0  0.0778  0.2345 Kp L ATLAS 
 3.50  27000 -5.0  2.0  0.0799  0.3026 Kp L ATLAS 
 4.00  27000 -5.0  2.0  0.0737  0.2708 Kp L ATLAS 
 4.50  27000 -5.0  2.0  0.0735  0.2491 Kp L ATLAS 
 5.00  27000 -5.0  2.0  0.0735  0.2367 Kp L ATLAS 
 3.50  28000 -5.0  2.0  0.0741  0.3086 Kp L ATLAS 
 4.00  28000 -5.0  2.0  0.0699  0.2744 Kp L ATLAS 
 4.50  28000 -5.0  2.0  0.0695  0.2517 Kp L ATLAS 
 5.00  28000 -5.0  2.0  0.0695  0.2386 Kp L ATLAS 
 3.50  29000 -5.0  2.0  0.0665  0.3127 Kp L ATLAS 
 4.00  29000 -5.0  2.0  0.0654  0.2768 Kp L ATLAS 
 4.50  29000 -5.0  2.0  0.0653  0.2534 Kp L ATLAS 
 5.00  29000 -5.0  2.0  0.0664  0.2386 Kp L ATLAS 
 3.50  30000 -5.0  2.0  0.0578  0.3168 Kp L ATLAS 
 4.00  30000 -5.0  2.0  0.0599  0.2775 Kp L ATLAS 
 4.50  30000 -5.0  2.0  0.0622  0.2521 Kp L ATLAS 
 5.00  30000 -5.0  2.0  0.0635  0.2368 Kp L ATLAS 
 3.50  31000 -5.0  2.0  0.0483  0.3230 Kp L ATLAS 
 4.00  31000 -5.0  2.0  0.0542  0.2764 Kp L ATLAS 
 4.50  31000 -5.0  2.0  0.0584  0.2492 Kp L ATLAS 
 5.00  31000 -5.0  2.0  0.0610  0.2327 Kp L ATLAS 
 4.00  32000 -5.0  2.0  0.0477  0.2758 Kp L ATLAS 
 4.50  32000 -5.0  2.0  0.0540  0.2453 Kp L ATLAS 
 5.00  32000 -5.0  2.0  0.0579  0.2273 Kp L ATLAS 
 4.00  33000 -5.0  2.0  0.0400  0.2770 Kp L ATLAS 
 4.50  33000 -5.0  2.0  0.0499  0.2406 Kp L ATLAS 
 5.00  33000 -5.0  2.0  0.0553  0.2203 Kp L ATLAS 
 4.00  34000 -5.0  2.0  0.0303  0.2800 Kp L ATLAS 
 4.50  34000 -5.0  2.0  0.0442  0.2378 Kp L ATLAS 
 5.00  34000 -5.0  2.0  0.0525  0.2134 Kp L ATLAS 
 4.00  35000 -5.0  2.0  0.0206  0.2818 Kp L ATLAS 
 4.50  35000 -5.0  2.0  0.0376  0.2356 Kp L ATLAS 
 5.00  35000 -5.0  2.0  0.0485  0.2077 Kp L ATLAS 
 4.50  37500 -5.0  2.0  0.0192  0.2286 Kp L ATLAS 
 5.00  37500 -5.0  2.0  0.0344  0.1949 Kp L ATLAS 
 4.50  40000 -5.0  2.0  0.0093  0.2215 Kp L ATLAS 
 5.00  40000 -5.0  2.0  0.0227  0.1817 Kp L ATLAS 
 5.00  42500 -5.0  2.0  0.0168  0.1753 Kp L ATLAS 
 5.00  45000 -5.0  2.0  0.0137  0.1743 Kp L ATLAS 
 5.00  47500 -5.0  2.0  0.0125  0.1752 Kp L ATLAS 
 5.00  50000 -5.0  2.0  0.0115  0.1770 Kp L ATLAS 
 0.00   3500 -4.5  2.0  0.5970  0.0457 Kp L ATLAS 
 0.50   3500 -4.5  2.0  0.5574  0.0838 Kp L ATLAS 
 1.00   3500 -4.5  2.0  0.4682  0.1662 Kp L ATLAS 
 1.50   3500 -4.5  2.0  0.3874  0.2407 Kp L ATLAS 
 2.00   3500 -4.5  2.0  0.3396  0.2816 Kp L ATLAS 
 2.50   3500 -4.5  2.0  0.3267  0.2952 Kp L ATLAS 
 3.00   3500 -4.5  2.0  0.3313  0.2938 Kp L ATLAS 
 0.00   3750 -4.5  2.0  0.5888  0.0529 Kp L ATLAS 
 0.50   3750 -4.5  2.0  0.5613  0.0804 Kp L ATLAS 
 1.00   3750 -4.5  2.0  0.5130  0.1242 Kp L ATLAS 
 1.50   3750 -4.5  2.0  0.4019  0.2204 Kp L ATLAS 
 2.00   3750 -4.5  2.0  0.2644  0.3342 Kp L ATLAS 
 2.50   3750 -4.5  2.0  0.1844  0.3964 Kp L ATLAS 
 3.00   3750 -4.5  2.0  0.1559  0.4214 Kp L ATLAS 
 3.50   3750 -4.5  2.0  0.1655  0.4407 Kp L ATLAS 
 0.00   4000 -4.5  2.0  0.5936  0.0470 Kp L ATLAS 
 0.50   4000 -4.5  2.0  0.5546  0.0846 Kp L ATLAS 
 1.00   4000 -4.5  2.0  0.5024  0.1347 Kp L ATLAS 
 1.50   4000 -4.5  2.0  0.4405  0.1922 Kp L ATLAS 
 2.00   4000 -4.5  2.0  0.3515  0.2584 Kp L ATLAS 
 2.50   4000 -4.5  2.0  0.2082  0.3646 Kp L ATLAS 
 3.00   4000 -4.5  2.0  0.1032  0.4361 Kp L ATLAS 
 3.50   4000 -4.5  2.0  0.0526  0.4699 Kp L ATLAS 
 4.00   4000 -4.5  2.0  0.0256  0.5159 Kp L ATLAS 
 0.00   4250 -4.5  2.0  0.5946  0.0463 Kp L ATLAS 
 0.50   4250 -4.5  2.0  0.5517  0.0872 Kp L ATLAS 
 1.00   4250 -4.5  2.0  0.4935  0.1430 Kp L ATLAS 
 1.50   4250 -4.5  2.0  0.4330  0.1997 Kp L ATLAS 
 2.00   4250 -4.5  2.0  0.3735  0.2537 Kp L ATLAS 
 2.50   4250 -4.5  2.0  0.3154  0.2911 Kp L ATLAS 
 3.00   4250 -4.5  2.0  0.2068  0.3615 Kp L ATLAS 
 3.50   4250 -4.5  2.0  0.1058  0.4192 Kp L ATLAS 
 4.00   4250 -4.5  2.0  0.0462  0.4433 Kp L ATLAS 
 4.50   4250 -4.5  2.0  0.0200  0.4489 Kp L ATLAS 
 0.00   4500 -4.5  2.0  0.5771  0.0641 Kp L ATLAS 
 0.50   4500 -4.5  2.0  0.5365  0.1026 Kp L ATLAS 
 1.00   4500 -4.5  2.0  0.4834  0.1537 Kp L ATLAS 
 1.50   4500 -4.5  2.0  0.4239  0.2098 Kp L ATLAS 
 2.00   4500 -4.5  2.0  0.3680  0.2623 Kp L ATLAS 
 2.50   4500 -4.5  2.0  0.3180  0.3054 Kp L ATLAS 
 3.00   4500 -4.5  2.0  0.2633  0.3455 Kp L ATLAS 
 3.50   4500 -4.5  2.0  0.2062  0.3682 Kp L ATLAS 
 4.00   4500 -4.5  2.0  0.1227  0.4097 Kp L ATLAS 
 4.50   4500 -4.5  2.0  0.0632  0.4291 Kp L ATLAS 
 5.00   4500 -4.5  2.0  0.0251  0.4270 Kp L ATLAS 
 0.00   4750 -4.5  2.0  0.5486  0.0911 Kp L ATLAS 
 0.50   4750 -4.5  2.0  0.5125  0.1256 Kp L ATLAS 
 1.00   4750 -4.5  2.0  0.4700  0.1662 Kp L ATLAS 
 1.50   4750 -4.5  2.0  0.4212  0.2133 Kp L ATLAS 
 2.00   4750 -4.5  2.0  0.3691  0.2626 Kp L ATLAS 
 2.50   4750 -4.5  2.0  0.3248  0.3029 Kp L ATLAS 
 3.00   4750 -4.5  2.0  0.2865  0.3348 Kp L ATLAS 
 3.50   4750 -4.5  2.0  0.2447  0.3631 Kp L ATLAS 
 4.00   4750 -4.5  2.0  0.1753  0.4044 Kp L ATLAS 
 4.50   4750 -4.5  2.0  0.1353  0.4074 Kp L ATLAS 
 5.00   4750 -4.5  2.0  0.0835  0.4195 Kp L ATLAS 
 0.00   5000 -4.5  2.0  0.5142  0.1221 Kp L ATLAS 
 0.50   5000 -4.5  2.0  0.4880  0.1473 Kp L ATLAS 
 1.00   5000 -4.5  2.0  0.4528  0.1807 Kp L ATLAS 
 1.50   5000 -4.5  2.0  0.4137  0.2184 Kp L ATLAS 
 2.00   5000 -4.5  2.0  0.3718  0.2586 Kp L ATLAS 
 2.50   5000 -4.5  2.0  0.3330  0.2952 Kp L ATLAS 
 3.00   5000 -4.5  2.0  0.2984  0.3259 Kp L ATLAS 
 3.50   5000 -4.5  2.0  0.2684  0.3487 Kp L ATLAS 
 4.00   5000 -4.5  2.0  0.2292  0.3743 Kp L ATLAS 
 4.50   5000 -4.5  2.0  0.1790  0.3995 Kp L ATLAS 
 5.00   5000 -4.5  2.0  0.1101  0.4328 Kp L ATLAS 
 0.00   5250 -4.5  2.0  0.4800  0.1509 Kp L ATLAS 
 0.50   5250 -4.5  2.0  0.4624  0.1679 Kp L ATLAS 
 1.00   5250 -4.5  2.0  0.4370  0.1927 Kp L ATLAS 
 1.50   5250 -4.5  2.0  0.4044  0.2234 Kp L ATLAS 
 2.00   5250 -4.5  2.0  0.3714  0.2559 Kp L ATLAS 
 2.50   5250 -4.5  2.0  0.3391  0.2862 Kp L ATLAS 
 3.00   5250 -4.5  2.0  0.3114  0.3122 Kp L ATLAS 
 3.50   5250 -4.5  2.0  0.2853  0.3334 Kp L ATLAS 
 4.00   5250 -4.5  2.0  0.2559  0.3539 Kp L ATLAS 
 4.50   5250 -4.5  2.0  0.2180  0.3781 Kp L ATLAS 
 5.00   5250 -4.5  2.0  0.1686  0.4056 Kp L ATLAS 
 0.00   5500 -4.5  2.0  0.4386  0.1850 Kp L ATLAS 
 0.50   5500 -4.5  2.0  0.4302  0.1935 Kp L ATLAS 
 1.00   5500 -4.5  2.0  0.4143  0.2092 Kp L ATLAS 
 1.50   5500 -4.5  2.0  0.3920  0.2308 Kp L ATLAS 
 2.00   5500 -4.5  2.0  0.3672  0.2549 Kp L ATLAS 
 2.50   5500 -4.5  2.0  0.3409  0.2801 Kp L ATLAS 
 3.00   5500 -4.5  2.0  0.3160  0.3027 Kp L ATLAS 
 3.50   5500 -4.5  2.0  0.2969  0.3200 Kp L ATLAS 
 4.00   5500 -4.5  2.0  0.2731  0.3374 Kp L ATLAS 
 4.50   5500 -4.5  2.0  0.2436  0.3574 Kp L ATLAS 
 5.00   5500 -4.5  2.0  0.2076  0.3792 Kp L ATLAS 
 0.00   5750 -4.5  2.0  0.5715  0.0698 Kp L ATLAS 
 0.50   5750 -4.5  2.0  0.4008  0.2197 Kp L ATLAS 
 1.00   5750 -4.5  2.0  0.3873  0.2287 Kp L ATLAS 
 1.50   5750 -4.5  2.0  0.3760  0.2402 Kp L ATLAS 
 2.00   5750 -4.5  2.0  0.3584  0.2574 Kp L ATLAS 
 2.50   5750 -4.5  2.0  0.3374  0.2777 Kp L ATLAS 
 3.00   5750 -4.5  2.0  0.3204  0.2937 Kp L ATLAS 
 3.50   5750 -4.5  2.0  0.3011  0.3105 Kp L ATLAS 
 4.00   5750 -4.5  2.0  0.2894  0.3200 Kp L ATLAS 
 4.50   5750 -4.5  2.0  0.2611  0.3401 Kp L ATLAS 
 5.00   5750 -4.5  2.0  0.2319  0.3596 Kp L ATLAS 
 0.00   6000 -4.5  2.0  0.5472  0.0910 Kp L ATLAS 
 0.50   6000 -4.5  2.0  0.5464  0.0919 Kp L ATLAS 
 1.00   6000 -4.5  2.0  0.3684  0.2471 Kp L ATLAS 
 1.50   6000 -4.5  2.0  0.3544  0.2543 Kp L ATLAS 
 2.00   6000 -4.5  2.0  0.3447  0.2637 Kp L ATLAS 
 2.50   6000 -4.5  2.0  0.3302  0.2771 Kp L ATLAS 
 3.00   6000 -4.5  2.0  0.3172  0.2895 Kp L ATLAS 
 3.50   6000 -4.5  2.0  0.3006  0.3044 Kp L ATLAS 
 4.00   6000 -4.5  2.0  0.2857  0.3167 Kp L ATLAS 
 4.50   6000 -4.5  2.0  0.2738  0.3248 Kp L ATLAS 
 5.00   6000 -4.5  2.0  0.2376  0.3492 Kp L ATLAS 
 0.50   6250 -4.5  2.0  0.5212  0.1138 Kp L ATLAS 
 1.00   6250 -4.5  2.0  0.5204  0.1131 Kp L ATLAS 
 1.50   6250 -4.5  2.0  0.3581  0.2461 Kp L ATLAS 
 2.00   6250 -4.5  2.0  0.3288  0.2724 Kp L ATLAS 
 2.50   6250 -4.5  2.0  0.3232  0.2773 Kp L ATLAS 
 3.00   6250 -4.5  2.0  0.3139  0.2856 Kp L ATLAS 
 3.50   6250 -4.5  2.0  0.3031  0.2952 Kp L ATLAS 
 4.00   6250 -4.5  2.0  0.2914  0.3049 Kp L ATLAS 
 4.50   6250 -4.5  2.0  0.2750  0.3170 Kp L ATLAS 
 5.00   6250 -4.5  2.0  0.2531  0.3329 Kp L ATLAS 
 0.50   6500 -4.5  2.0  0.4995  0.1319 Kp L ATLAS 
 1.00   6500 -4.5  2.0  0.4940  0.1356 Kp L ATLAS 
 1.50   6500 -4.5  2.0  0.4937  0.1327 Kp L ATLAS 
 2.00   6500 -4.5  2.0  0.3281  0.2662 Kp L ATLAS 
 2.50   6500 -4.5  2.0  0.3041  0.2868 Kp L ATLAS 
 3.00   6500 -4.5  2.0  0.3028  0.2881 Kp L ATLAS 
 3.50   6500 -4.5  2.0  0.2979  0.2925 Kp L ATLAS 
 4.00   6500 -4.5  2.0  0.2901  0.2990 Kp L ATLAS 
 4.50   6500 -4.5  2.0  0.2803  0.3064 Kp L ATLAS 
 5.00   6500 -4.5  2.0  0.2642  0.3179 Kp L ATLAS 
 0.50   6750 -4.5  2.0  0.4702  0.1583 Kp L ATLAS 
 1.00   6750 -4.5  2.0  0.4702  0.1548 Kp L ATLAS 
 1.50   6750 -4.5  2.0  0.4656  0.1560 Kp L ATLAS 
 2.00   6750 -4.5  2.0  0.4669  0.1503 Kp L ATLAS 
 2.50   6750 -4.5  2.0  0.3038  0.2798 Kp L ATLAS 
 3.00   6750 -4.5  2.0  0.2873  0.2947 Kp L ATLAS 
 3.50   6750 -4.5  2.0  0.2876  0.2945 Kp L ATLAS 
 4.00   6750 -4.5  2.0  0.2841  0.2972 Kp L ATLAS 
 4.50   6750 -4.5  2.0  0.2785  0.3014 Kp L ATLAS 
 5.00   6750 -4.5  2.0  0.2672  0.3097 Kp L ATLAS 
 0.50   7000 -4.5  2.0  0.4332  0.1914 Kp L ATLAS 
 1.00   7000 -4.5  2.0  0.4379  0.1823 Kp L ATLAS 
 1.50   7000 -4.5  2.0  0.4404  0.1752 Kp L ATLAS 
 2.00   7000 -4.5  2.0  0.4377  0.1742 Kp L ATLAS 
 2.50   7000 -4.5  2.0  0.4404  0.1668 Kp L ATLAS 
 3.00   7000 -4.5  2.0  0.2825  0.2921 Kp L ATLAS 
 3.50   7000 -4.5  2.0  0.2736  0.3002 Kp L ATLAS 
 4.00   7000 -4.5  2.0  0.2738  0.2998 Kp L ATLAS 
 4.50   7000 -4.5  2.0  0.2720  0.3008 Kp L ATLAS 
 5.00   7000 -4.5  2.0  0.2659  0.3050 Kp L ATLAS 
 1.00   7250 -4.5  2.0  0.3990  0.2149 Kp L ATLAS 
 1.50   7250 -4.5  2.0  0.4068  0.2021 Kp L ATLAS 
 2.00   7250 -4.5  2.0  0.4115  0.1929 Kp L ATLAS 
 2.50   7250 -4.5  2.0  0.4112  0.1906 Kp L ATLAS 
 3.00   7250 -4.5  2.0  0.4149  0.1827 Kp L ATLAS 
 3.50   7250 -4.5  2.0  0.2628  0.3023 Kp L ATLAS 
 4.00   7250 -4.5  2.0  0.2600  0.3054 Kp L ATLAS 
 4.50   7250 -4.5  2.0  0.2616  0.3037 Kp L ATLAS 
 5.00   7250 -4.5  2.0  0.2578  0.3058 Kp L ATLAS 
 1.00   7500 -4.5  2.0  0.3625  0.2418 Kp L ATLAS 
 1.50   7500 -4.5  2.0  0.3671  0.2332 Kp L ATLAS 
 2.00   7500 -4.5  2.0  0.3779  0.2178 Kp L ATLAS 
 2.50   7500 -4.5  2.0  0.3845  0.2082 Kp L ATLAS 
 3.00   7500 -4.5  2.0  0.3855  0.2060 Kp L ATLAS 
 3.50   7500 -4.5  2.0  0.3888  0.1994 Kp L ATLAS 
 4.00   7500 -4.5  2.0  0.2525  0.3082 Kp L ATLAS 
 4.50   7500 -4.5  2.0  0.2483  0.3093 Kp L ATLAS 
 5.00   7500 -4.5  2.0  0.2476  0.3089 Kp L ATLAS 
 1.50   7750 -4.5  2.0  0.3311  0.2579 Kp L ATLAS 
 2.00   7750 -4.5  2.0  0.3390  0.2463 Kp L ATLAS 
 2.50   7750 -4.5  2.0  0.3520  0.2299 Kp L ATLAS 
 3.00   7750 -4.5  2.0  0.3592  0.2220 Kp L ATLAS 
 3.50   7750 -4.5  2.0  0.3605  0.2210 Kp L ATLAS 
 4.00   7750 -4.5  2.0  0.3638  0.2149 Kp L ATLAS 
 4.50   7750 -4.5  2.0  0.2350  0.3158 Kp L ATLAS 
 5.00   7750 -4.5  2.0  0.2353  0.3142 Kp L ATLAS 
 1.50   8000 -4.5  2.0  0.3032  0.2735 Kp L ATLAS 
 2.00   8000 -4.5  2.0  0.3053  0.2677 Kp L ATLAS 
 2.50   8000 -4.5  2.0  0.3159  0.2547 Kp L ATLAS 
 3.00   8000 -4.5  2.0  0.3301  0.2389 Kp L ATLAS 
 3.50   8000 -4.5  2.0  0.3355  0.2350 Kp L ATLAS 
 4.00   8000 -4.5  2.0  0.3358  0.2359 Kp L ATLAS 
 4.50   8000 -4.5  2.0  0.3398  0.2296 Kp L ATLAS 
 5.00   8000 -4.5  2.0  0.2202  0.3215 Kp L ATLAS 
 2.00   8250 -4.5  2.0  0.2799  0.2801 Kp L ATLAS 
 2.50   8250 -4.5  2.0  0.2855  0.2722 Kp L ATLAS 
 3.00   8250 -4.5  2.0  0.2975  0.2594 Kp L ATLAS 
 3.50   8250 -4.5  2.0  0.3107  0.2462 Kp L ATLAS 
 4.00   8250 -4.5  2.0  0.3123  0.2486 Kp L ATLAS 
 4.50   8250 -4.5  2.0  0.3141  0.2479 Kp L ATLAS 
 5.00   8250 -4.5  2.0  0.2097  0.3266 Kp L ATLAS 
 1.50   8500 -4.5  2.0  0.2715  0.2828 Kp L ATLAS 
 2.00   8500 -4.5  2.0  0.2614  0.2860 Kp L ATLAS 
 2.50   8500 -4.5  2.0  0.2620  0.2823 Kp L ATLAS 
 3.00   8500 -4.5  2.0  0.2701  0.2738 Kp L ATLAS 
 3.50   8500 -4.5  2.0  0.2823  0.2624 Kp L ATLAS 
 4.00   8500 -4.5  2.0  0.2932  0.2533 Kp L ATLAS 
 4.50   8500 -4.5  2.0  0.2917  0.2601 Kp L ATLAS 
 5.00   8500 -4.5  2.0  0.2910  0.2613 Kp L ATLAS 
 2.00   8750 -4.5  2.0  0.2488  0.2879 Kp L ATLAS 
 2.50   8750 -4.5  2.0  0.2452  0.2865 Kp L ATLAS 
 3.00   8750 -4.5  2.0  0.2489  0.2817 Kp L ATLAS 
 3.50   8750 -4.5  2.0  0.2577  0.2741 Kp L ATLAS 
 4.00   8750 -4.5  2.0  0.2696  0.2641 Kp L ATLAS 
 4.50   8750 -4.5  2.0  0.2741  0.2633 Kp L ATLAS 
 5.00   8750 -4.5  2.0  0.2709  0.2719 Kp L ATLAS 
 1.50   9000 -4.5  2.0  0.2615  0.2797 Kp L ATLAS 
 2.00   9000 -4.5  2.0  0.2405  0.2876 Kp L ATLAS 
 2.50   9000 -4.5  2.0  0.2329  0.2880 Kp L ATLAS 
 3.00   9000 -4.5  2.0  0.2336  0.2848 Kp L ATLAS 
 3.50   9000 -4.5  2.0  0.2387  0.2805 Kp L ATLAS 
 4.00   9000 -4.5  2.0  0.2479  0.2738 Kp L ATLAS 
 4.50   9000 -4.5  2.0  0.2611  0.2627 Kp L ATLAS 
 5.00   9000 -4.5  2.0  0.2751  0.2496 Kp L ATLAS 
 2.00   9250 -4.5  2.0  0.2343  0.2872 Kp L ATLAS 
 2.50   9250 -4.5  2.0  0.2241  0.2880 Kp L ATLAS 
 3.00   9250 -4.5  2.0  0.2216  0.2864 Kp L ATLAS 
 3.50   9250 -4.5  2.0  0.2242  0.2836 Kp L ATLAS 
 4.00   9250 -4.5  2.0  0.2301  0.2799 Kp L ATLAS 
 4.50   9250 -4.5  2.0  0.2400  0.2727 Kp L ATLAS 
 5.00   9250 -4.5  2.0  0.2522  0.2622 Kp L ATLAS 
 2.00   9500 -4.5  2.0  0.2290  0.2872 Kp L ATLAS 
 2.50   9500 -4.5  2.0  0.2173  0.2875 Kp L ATLAS 
 3.00   9500 -4.5  2.0  0.2126  0.2866 Kp L ATLAS 
 3.50   9500 -4.5  2.0  0.2131  0.2847 Kp L ATLAS 
 4.00   9500 -4.5  2.0  0.2166  0.2826 Kp L ATLAS 
 4.50   9500 -4.5  2.0  0.2231  0.2789 Kp L ATLAS 
 5.00   9500 -4.5  2.0  0.2330  0.2714 Kp L ATLAS 
 2.00   9750 -4.5  2.0  0.2248  0.2872 Kp L ATLAS 
 2.50   9750 -4.5  2.0  0.2116  0.2871 Kp L ATLAS 
 3.00   9750 -4.5  2.0  0.2058  0.2859 Kp L ATLAS 
 3.50   9750 -4.5  2.0  0.2042  0.2851 Kp L ATLAS 
 4.00   9750 -4.5  2.0  0.2056  0.2841 Kp L ATLAS 
 4.50   9750 -4.5  2.0  0.2100  0.2819 Kp L ATLAS 
 5.00   9750 -4.5  2.0  0.2170  0.2777 Kp L ATLAS 
 2.00  10000 -4.5  2.0  0.2208  0.2877 Kp L ATLAS 
 2.50  10000 -4.5  2.0  0.2065  0.2869 Kp L ATLAS 
 3.00  10000 -4.5  2.0  0.1998  0.2853 Kp L ATLAS 
 3.50  10000 -4.5  2.0  0.1970  0.2848 Kp L ATLAS 
 4.00  10000 -4.5  2.0  0.1973  0.2842 Kp L ATLAS 
 4.50  10000 -4.5  2.0  0.1995  0.2836 Kp L ATLAS 
 5.00  10000 -4.5  2.0  0.2046  0.2809 Kp L ATLAS 
 2.00  10500 -4.5  2.0  0.2134  0.2892 Kp L ATLAS 
 2.50  10500 -4.5  2.0  0.1978  0.2867 Kp L ATLAS 
 3.00  10500 -4.5  2.0  0.1900  0.2841 Kp L ATLAS 
 3.50  10500 -4.5  2.0  0.1864  0.2827 Kp L ATLAS 
 4.00  10500 -4.5  2.0  0.1846  0.2829 Kp L ATLAS 
 4.50  10500 -4.5  2.0  0.1843  0.2837 Kp L ATLAS 
 5.00  10500 -4.5  2.0  0.1857  0.2838 Kp L ATLAS 
 2.50  11000 -4.5  2.0  0.1902  0.2870 Kp L ATLAS 
 3.00  11000 -4.5  2.0  0.1818  0.2830 Kp L ATLAS 
 3.50  11000 -4.5  2.0  0.1777  0.2808 Kp L ATLAS 
 4.00  11000 -4.5  2.0  0.1752  0.2807 Kp L ATLAS 
 4.50  11000 -4.5  2.0  0.1737  0.2818 Kp L ATLAS 
 5.00  11000 -4.5  2.0  0.1732  0.2832 Kp L ATLAS 
 2.50  11500 -4.5  2.0  0.1835  0.2876 Kp L ATLAS 
 3.00  11500 -4.5  2.0  0.1749  0.2818 Kp L ATLAS 
 3.50  11500 -4.5  2.0  0.1702  0.2788 Kp L ATLAS 
 4.00  11500 -4.5  2.0  0.1677  0.2779 Kp L ATLAS 
 4.50  11500 -4.5  2.0  0.1656  0.2790 Kp L ATLAS 
 5.00  11500 -4.5  2.0  0.1642  0.2809 Kp L ATLAS 
 2.50  12000 -4.5  2.0  0.1776  0.2883 Kp L ATLAS 
 3.00  12000 -4.5  2.0  0.1685  0.2811 Kp L ATLAS 
 3.50  12000 -4.5  2.0  0.1640  0.2767 Kp L ATLAS 
 4.00  12000 -4.5  2.0  0.1612  0.2752 Kp L ATLAS 
 4.50  12000 -4.5  2.0  0.1593  0.2756 Kp L ATLAS 
 5.00  12000 -4.5  2.0  0.1572  0.2777 Kp L ATLAS 
 2.50  12500 -4.5  2.0  0.1725  0.2892 Kp L ATLAS 
 3.00  12500 -4.5  2.0  0.1632  0.2802 Kp L ATLAS 
 3.50  12500 -4.5  2.0  0.1585  0.2747 Kp L ATLAS 
 4.00  12500 -4.5  2.0  0.1556  0.2723 Kp L ATLAS 
 4.50  12500 -4.5  2.0  0.1536  0.2723 Kp L ATLAS 
 5.00  12500 -4.5  2.0  0.1516  0.2740 Kp L ATLAS 
 2.50  13000 -4.5  2.0  0.1680  0.2902 Kp L ATLAS 
 3.00  13000 -4.5  2.0  0.1580  0.2798 Kp L ATLAS 
 3.50  13000 -4.5  2.0  0.1535  0.2728 Kp L ATLAS 
 4.00  13000 -4.5  2.0  0.1505  0.2698 Kp L ATLAS 
 4.50  13000 -4.5  2.0  0.1486  0.2691 Kp L ATLAS 
 5.00  13000 -4.5  2.0  0.1466  0.2704 Kp L ATLAS 
 2.00  14000 -4.5  2.0  0.1909  0.3028 Kp L ATLAS 
 2.50  14000 -4.5  2.0  0.1606  0.2927 Kp L ATLAS 
 3.00  14000 -4.5  2.0  0.1496  0.2791 Kp L ATLAS 
 3.50  14000 -4.5  2.0  0.1450  0.2694 Kp L ATLAS 
 4.00  14000 -4.5  2.0  0.1419  0.2647 Kp L ATLAS 
 4.50  14000 -4.5  2.0  0.1400  0.2628 Kp L ATLAS 
 5.00  14000 -4.5  2.0  0.1381  0.2634 Kp L ATLAS 
 2.50  15000 -4.5  2.0  0.1542  0.2965 Kp L ATLAS 
 3.00  15000 -4.5  2.0  0.1424  0.2794 Kp L ATLAS 
 3.50  15000 -4.5  2.0  0.1377  0.2669 Kp L ATLAS 
 4.00  15000 -4.5  2.0  0.1350  0.2600 Kp L ATLAS 
 4.50  15000 -4.5  2.0  0.1329  0.2572 Kp L ATLAS 
 5.00  15000 -4.5  2.0  0.1311  0.2569 Kp L ATLAS 
 2.50  16000 -4.5  2.0  0.1490  0.3010 Kp L ATLAS 
 3.00  16000 -4.5  2.0  0.1355  0.2811 Kp L ATLAS 
